CASNO	Substances
54193-36-1	"2-Propenoic acid, 2-methyl-, homopolymer, sodium salt"
54208-63-8	"Oxirane, 2,2'-[methylenebis(2,1-phenyleneoxymethylene)]bis-"
54225-72-8	"BENZENEMETHANAMINIUM, N,N,N-TRIBUTYL-"
54228-09-0	"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,5-furandione and 1,2-propanediol"
54229-13-9	"1-Propanaminium, N-[2-[[4-[(2-chloro-4-nitrophenyl)azo]phenyl]ethylamino]ethyl]-2-hydroxy-N,N-dimethyl-, chloride"
54236-98-5	"2,4-diamino-5-metoksimetyylipyrimidiini"
54240-53-8	"2-Propenoic acid, 2-(dimethylamino)ethyl ester, polymer with 2-propenamide"
54241-87-1	LUBRIZOL LZ 565
54253-62-2	"Methanesulfonic acid, copper(2+) salt"
54261-67-5	"Phenol, dodecyl-, hydrogen phosphorodithioate, zinc salt"
54262-78-1	"Zinc, bis(2-ethylhexanoato-O)-.mu.-oxodi-"
54275-93-3	"(1S,3S,5R,6R)-(4-Nitrofenyylimetyyli)-1-diokso-6-fenyyliasetamidipenaami-3-karboksylaatti"
54301-26-7	"Glycine, N-(1-oxo-10-undecen-1-yl)-"
54302-04-4	"1-Propene, 3,3,3-trifluoro-2-(trifluoromethyl)-, polymer with chlorotrifluoroethene and ethene"
54322-20-2	natrium-4-kloori-1-hydroksibutaani-1-sulfonaatti
54326-11-3	"Aluminum, (benzoato-O,O')hydroxy(octadecanoato-O,O')-"
54349-24-5	"D-glucoside, hexyl"
54351-50-7	"Cellulose, 2-hydroxyethyl 2-hydroxy-3-]trimethylammonio[propylether, chloride"
54365-26-3	"Hexanedioic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,3-isobenzofurandione and (Z)-9-octadecenoic acid"
54384-48-4	"Ethanol, 2,2',2''-[nitrilotris(2,1-ethanediyloxy)]tris-"
54392-27-7	"Sorbitan, triisooctadecanoate"
54405-64-0	"2,5-Furandione, dihydro-3-(2-tetradecenyl)-"
54406-48-3	"1-etynyyli-2-metyylipent-2-enyyli-2,2-dimetyyli-3-(2-metyyliprop-1-enyyli)syklopropaanikarboksylaatti (empentriini)"
54414-92-5	"3-isothiazolidinone, 4,4,5,5-tetrachloro-2-octyl-"
54417-53-7	"(R)-1,2,3,4-tetrahydro-6,7-dimetoksi-1-veratryyli-isokinoliinihydrokloridi"
54423-67-5	"Neononanoic acid, ethenyl ester"
54427-17-7	Copper iron zinc oxide
54440-17-4	"1H-Inden-1-one, 2,3-dihydro-2,3,3-trimethyl-"
54452-17-4	"2-Propenoic acid, polymer with ethenylbenzene, sodium salt"
54453-03-1	"Cuprate(2-), [[N,N'-1,2-ethanediylbis[N-(carboxymethyl)glycinato]](4-)-N,N',O,O',ON,ON']-, dihydrogen, (OC-6-21)-"
54464-56-1	"ETHANONE, 2-(DECAHYDRO-2,3,8,8-TETRAMETHYL-2-NAPHTHALENYL)-"
54464-57-2	"Ethanone, 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-"
54464-59-4	"Ethanone, 1-(1,2,3,4,5,6,7,8-octahydro-2,3,5,5-tetramethyl-2-naphthalenyl)-"
54472-08-1	"2,5-Furandione, polymer with 2,4,4-trimethylpentene, potassium salt"
54478-52-3	"Poly(oxy-1,2-ethanediyl), .alpha.-(4-nonylphenyl)-.omega.-(2-sulfoethoxy)-, sodium salt"
54511-09-0	Vanisperse CB
54527-73-0	2-(N-bentsyyli-N-metyyliamino)etyyli-3-amino-2-butenoaatti
54545-50-5	"2-Butenedioic acid (Z)-, monoethyl ester, polymer with ethene and methyl 2-propenoate"
54546-26-8	"1,3-Dioxane, 2-butyl-4,4,6-trimethyl-"
54547-36-3	"2-Propenoic acid, polymer with ethenylbenzene, ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide and 2-propenenitrile"
54549-23-4	"D-Glucoside, octyl"
54549-24-5	"D-Glucoside, hexyl"
54549-25-6	"D-Glucoside, decyl"
54549-26-7	"D-Glucoside, tetradecyl"
54549-27-8	"D-Glucoside, hexadecyl"
54552-77-1	"Phosphonic acid, (1-methylethyl)-, dimethyl ester"
54553-90-1	"1,2,4,5-Benzenetetracarboxylic acid, compd. with 4,5-dihydro-2-phenyl-1H-imidazole (1:1)"
54553-91-2	"1,2,4,5-Benzenetetracarboxylic acid, compd. with 4,5-dihydro-2-phenyl-1H-imidazole (1:2)"
54566-73-3	Boron oxide
54571-67-4	"DL-Proline, 5-oxo-, monosodium salt"
54578-13-1	Phonolite
54578-44-8	
54579-44-1	"Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol and 4,4'-(1-methylethylidene)bis[phenol]"
54590-52-2	"Benzenesulfonic acid, 4-dodecyl-, compd. with 1-amino-2-propanol (1:1)"
54590-72-6	"1,3-Benzenedicarboxylic acid, 5-sulfo-, sodium salt (1:1), polymer with 1,3-benzenedicarboxylic acid, 1,4-cyclohexanedimethanol and 2,2'-oxybis[ethanol]"
54597-24-9	"Versic acid, ethenyl ester"
54605-45-7	"D-Glucitol, 1-deoxy-1-(methylamino)-, 3,3'-[(1,6-dioxo-1,6-hexanediyl)diimino]bis[2,4,6-triiodo-5-[(methylamino)carbonyl]benzoate] (2:1) (salt)"
54617-22-0	"Butanedioic acid, methylene-, potassium salt"
54626-91-4	"2-Propenoic acid, 2-methyl-, methyl ester, polymer with ethenol and ethenyl acetate"
54630-47-6	"Perboric acid, calcium salt"
54634-94-5	"Carbamic acid, (3-isocyanatomethylphenyl)-, 2-ethylhexyl ester"
54640-27-6	butylmethacrylat/(2-ethylhexyl)acrylat/2-hydroxyethylmethacrylat/styren polymer
54640-80-1	"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 2-oxepanone"
54660-00-3	"Pyrrolo[3,4-c]pyrrole-1,4-dione, 2,5-dihydro-3,6-diphenyl-"
54664-34-5	"2-propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate and methyl 2-propenoate"
54667-43-5	"Poly(oxy-1,4-butanediyl), .alpha.-(4-aminobenzoyl)-.omega.-[(4-aminobenzoyl)oxy]-"
54682-74-5	"1,3-Benzenedicarboxylic acid, polymer with 1-aziridineethanol, decanedioic acid, 2,2-dimethyl-1,3-propanediol and 2-ethyl-2-(hydroxymethyl)-1,3-propanediol"
54682-75-6	"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 1,1'-methylenebis[4-isocyanatocyclohexane]"
54687-25-1	"2-Propenoic acid, 1,1'-[(4-methyl-1,3-phenylene)bis(iminocarbonyloxy-2,1-ethanediyl)] ester"
54692-77-2	"Oxirane, methyl-, polymer with oxirane, mono[1,1'-biphenyl]-4-yl ether"
54693-46-8	"2-Pentanone, 4-hydroxy-4-methyl-, peroxide"
54693-50-4	
54771-30-1	"Phosphorous acid, dinonylphenyl bis(nonylphenyl) ester"
54773-22-7	"Phenol, 2,6-dinonyl-"
54792-07-3	"1H-2,1,3-Benzothiadiazin-4(3H)-one, 3-(1-methylethyl)-, 2,2-dioxide, compd. with 2,2'-iminobis[ethanol] (1:1)"
54802-81-2	"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,2-dimethyl-1,3-propanediol, 1,2-ethanediol and 2-ethyl-2-(hydroxymethyl)-1,3-propanediol"
54807-34-0	"2,4-Imidazolidinedione, 5,5-dimethyl-, sodium salt (1:1)"
54814-64-1	"2H-Pyran-2-one, 5,6-dihydro-6-pentyl-"
54827-17-7	"[1,1'-Biphenyl]-4,4'-diamine, 3,3',5,5'-tetramethyl-"
54830-99-8	"4,7-Methano-1H-indenol, 3a,4,5,6,7,7a-hexahydro-, acetate"
54839-24-6	"2-Propanol, 1-ethoxy-, acetate"
54839-25-7	"2-Propanol, 1-(1-methylethoxy)-, acetate"
54841-54-2	"2-Propenoic acid, 2-methyl-, polymer with ethenylbenzenesulfonic acid"
54846-79-6	"Sorbitan, poly(oxy-1,2-ethanediyl) derivs., hepta-9-octadecenoate, (all-Z)-"
54847-34-6	"Oxirane, 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis-, homopolymer, 2-propenoate"
54849-16-0	"1H-Imidazolium, 1-[2-(carboxymethoxy)ethyl]-1-(carboxymethyl)-4,5-dihydro-2-nonyl-, hydroxide, disodium salt"
54910-07-5	"Formaldehyde, polymer with 2-aminoethanol and (chloromethyl)oxirane"
54910-89-3	"fluoxetin, medical"
54914-37-3	"Cyclohexanemethanamine, 1,3,3-trimethyl-N-(2-methylpropylidene)-5-[(2-methylpropylidene)amino]-"
54914-38-4	"DODECANAMIDE, N,N-BIS(2-HYDROXYPROPYL)-"
54914-85-1	"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis[3-methyl"
54942-74-4	"2-(4,4-Dimetyyli-2,5-diokso-oksatsolidin-1-yyli)-2'-kloori-5'-(2-(2,4-di-tert-pentyylifenoksi)butyyriamidi)-4,4-dimetyyli-3-oksovaleranilidi"
54947-74-9	"Octanoic acid, 4-methyl-"
54950-05-9	"Butanedioic acid, sulfo-, 1,4-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) ester, sodium salt"
54954-83-5	"2-Oxepanone, polymer with 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-oxybis[ethanol]"
54959-35-2	"Ferrate(1-), [[N,N'-1,2-ethanediylbis[N-(carboxymethyl)glycinato]](4-)-N,N',O,O',ON,ON']-, potassium, (OC-6-21)-"
54965-21-8	
54965-24-1	"Ethanamine, 2-[4-(1,2-diphenyl-1-butenyl)phenoxy]-N,N-dimethyl-, (Z)-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1)"
54982-83-1	"1,4-Dioxacyclohexadecane-5,16-dione"
54992-90-4	"BUTEN-2-ONE, 4-(2,2,3,6-TETRAMETHYL, 3-TETRAMETHYLCYCLOHEXYL)-, 3-"
55011-64-8	"Sulfamic acid, compd. with 2-aminoethanol (1:1)"
55012-14-1	"1,3-Benzenedicarboxylic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 2,2,4-trimethyl-1,3-pentanediol"
55039-14-0	"Chromate(2-), [N-[7-hydroxy-8-[[2-hydroxy-5-(methylsulfonyl)phenyl]azo]-1-naphthalenyl]acetamidato(2-)][2-hydroxy-3-[(2-hydroxy-1-naphthalenyl)azo]-5-nitrobenzenesulfonato(3-)]-, disodium"
55066-48-3	"Benzenepentanol, .gamma.-methyl-"
55066-49-4	"Benzenepentanal, .beta.-methyl-"
55066-56-3	"Butanoic acid, 3-methyl-, 4-methylphenyl ester"
55067-12-4	"7-Benzothiazolesulfonic acid, 2-[4-[[2-(cyanoimino)hexahydro-4,6-dioxo-5-pyrimidinyl]azo]phenyl]-6-methyl-, monosodium salt"
55067-15-7	"7-Benzothiazolesulfonic acid, 2-[4-[[2-(cyanoimino)hexahydro-4,6-dioxo-5-pyrimidinyl]azo]phenyl]-6-methyl-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)"
55073-41-1	"1,2,3-Propanetriol, mono(dihydrogen phosphate), disodium salt, hydrate"
55084-18-9	"SILICIC ACID (H2SIO3), DISODIUM SALT, HEPTAHYDRATE"
55100-83-9	"2-propenoic acid, 2-methyl-, 2-methylpropyl ester, polymer with 2-propenoic acid"
55120-75-7	"Methanesulfonic acid, trifluoro-, calcium salt"
55126-30-2	Isopar E
55126-40-4	"Oxirane, methyl-, polymer with oxirane, dioctadecanoate"
55127-80-5	"Oxirane, 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis-, homopolymer, di-2-propenoate"
55128-59-1	LECITINE
55134-50-4	"Aluminate (Al16O276-), barium magnesium (1:1:2)"
55145-67-0	
55155-02-7	"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with butyl 2-propenoate, 2-ethylhexyl 2-propenoate and methyl 2-methyl-2-propenoate"
55172-98-0	"Neodecanoic acid, barium salt"
55179-31-2	"1H-1,2,4-Triazole-1-ethanol, .beta.-([1,1'-biphenyl]-4-yloxy)-.alpha.-(1,1-dimethylethyl)-"
55184-72-0	"Butanedioic acid, sulfo-, 1,4-diisotridecyl ester, sodium salt"
55185-21-2	"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.,.alpha.'-[(1-methylethylidene)bis(2,6-dibromo-4,1-phenylene)]bis[.omega.-hydroxy-"
55185-24-5	"2-Propenoic acid, 2-methyl-, monoester with 1,2-propanediol, polymer with 1,3-diisocyanatomethylbenzene, 2,5-furandione and .alpha.,.alpha.'-[(1-methylethylidene)di-4,1-phenylene]bis[.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]]"
55185-45-0	"Formaldehyde, polymer with ammonia, 2-methylphenol and phenol"
55206-48-9	"Octadecanoic acid, 12-hydroxy-, polymer with oxirane"
55219-65-3	"1H-1,2,4-Triazole-1-ethanol, .beta.-(4-chlorophenoxy)-.alpha.-(1,1-dimethylethyl)-"
55231-08-8	"1,4-Benzenedicarboxylic acid, dimethyl ester, polymer with 1,4-butanediol and hexanedioic acid"
55281-26-0	"Propanenitrile, 3-[[4-[(2,6-dibromo-4-nitrophenyl)azo]phenyl]ethylamino]-"
55285-14-8	"Carbamic acid, [(dibutylamino)thio]methyl-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester"
55290-62-5	"BENZENESULFONAMIDE, 4-((1-BUTYL-5-CYANO-1,6-DIHYDRO-2-HYDROXY-4-METHYL-6-OXO-3-PYRIDINYL)AZO)-N-(2-ETHYLHEXYL)-"
55295-70-0	"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with (chloromethyl)oxirane and oxirane"
55295-98-2	"Guanidine, cyano-, polymer with ammonium chloride and formaldehyde"
55297-96-6	"Acetic acid, [[2-(diethylamino)ethyl]thio]-, 6-ethenyldecahydro-5-hydroxy-4,6,9,10-tetramethyl-1-oxo-3a,9-propano-3aH-cyclopentacycloocten-8-yl ester, [3aS-(3a.alpha.,4.beta.,5.alpha.,6.alpha.,8.beta.,9.alpha.,9a.beta.,10S*)]-, (E)-2-butenedioate (1:"
55348-40-8	"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[(1,1,3,3-tetramethylbutyl)phenoxy]-, sodium salt"
55348-62-4	"octadecanamide, N,N'-[phenylenebis(methylene)]bis[12-hydroxy-"
55348-77-1	"sulfurous acid, monosodium salt, polymer with formaldehyde and urea"
55349-01-4	"Octadecanamide, N,N'-1,6-hexanediylbis[12-hydroxy-"
55349-70-7	"N,N-bis(2-hydroksietyyli)stearamidi"
55353-02-1	Chromium copper iron oxide (Cr2CuFe2O7)
55398-02-2	"Hexanedioic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 2,5-furandione and 1,3-isobenzofurandione"
55398-86-2	"BENZENE, CHLOROPHENOXY-"
55398-96-4	"Decanedioic acid, polymer with azacyclotridecan-2-one, hexahydro-2H-azepin-2-one, 1,6-hexanediamine and hexanedioic acid"
55406-53-6	"Carbamic acid, butyl-, 3-iodo-2-propynyl ester"
55418-52-5	"2-Butanone, 4-(1,3-benzodioxol-5-yl)-"
55426-95-4	Dietyyli(etyylidimetyylisilanolaatti)alumiini
55447-58-0	"Hexanedioic acid, polymer with hexahydro-1,3-isobenzofurandione and 1,6-hexanediol"
55465-09-3	"Starch, sulfobutanedioate, sodium salt"
55465-22-0	"1,2-Benzenedicarboxylic acid, [tetradecahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenyl]methyl ester"
55465-40-2	*UDG
55468-88-7	"Benzoic acid, 4-hydroxy-, 2-phenoxyethyl ester"
55481-35-1	"2-Propenoic acid, 2-methyl-, (methyl-1,3-phenylene)bis(iminocarbonyloxy-2,1-ethanediyl) ester"
55491-44-6	"2-Naphthalenecarboxylic acid, 3-hydroxy-4-[(4-methyl-2-sulfophenyl)azo]-, calcium strontium salt (2:1:1)"
55492-52-9	"Phenol, 2,2'-methylenebis-, polymer with (chloromethyl)oxirane"
55505-26-5	"1-NONANOL, 8-METHYL-"
55512-33-9	"Carbonothioic acid, O-(6-chloro-3-phenyl-4-pyridazinyl) S-octyl ester"
55552-95-9	"Formaldehyde, polymer with N-(2-aminoethyl)-1,2-ethanediamine and phenol"
55553-08-7	"POLY(OXY-1,2-ETHANEDIYL), .ALPHA.-(CARBOXYMETHYL)-.OMEGA.-(CARBOXYMETHOXY)-, DISODIUM SALT"
55554-17-1	ethylacrylat/diallylphthalat/methylmethacrylat polymer
55554-35-3	"2-Propenoic acid, polymer with ethenylbenzene, zinc salt"
55554-55-7	"2-Propenoic acid, polymer with 2-propenamide, ammonium salt"
55566-30-8	"Phosphonium, tetrakis(hydroxymethyl)-, sulfate (2:1) (salt)"
55567-80-1	"2-Propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene, methyl 2-methyl-2-propenoate and oxiranylmethyl 2-methyl-2-propenoate"
55585-10-9	"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, bis(octadecylcarbamate) (ester)"
55589-62-3	"1,2,3-Oxathiazin-4(3H)-one, 6-methyl-, 2,2-dioxide, potassium salt"
55602-49-8	"1,4-BENZENEDICARBOXYLIC ACID, POLYMER WITH 2,2-BIS(HYDROXYMETHYL)-1,3-PROPANEDIOL AND 1,2-PROPANEDIOL"
55612-11-8	1-(2-Deoksi-5-O-trityyli-β-scDsc-treopentofuranosyyli)tymiini
55620-40-1	"benzenemethansulfonic acid, .alpha.,4-dihydroxy-, sodium salt (1:1)"
55636-09-4	"1,3-Propanediaminium, 2-hydroxy-N,N,N,N',N',N'-hexamethyl-, dichloride"
55637-24-6	"Isocyanic acid, polymethylpolyphenylene ester, homopolymer"
55661-38-6	"urea, N'-[(4-amino-2-methyl-5-pyrimidinyl)methyl]-N-(2-chloroethyl)-N-nitroso-, monohydrochloride"
55701-05-8	"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-"
55716-11-5	"Morpholine, 2,2,3,3,5,5,6,6-octafluoro-4-(1,1,2,2,2-tentafluoroethyl)-"
55719-33-0	"2-Propenoic acid, polymer with 2-hydroxypropyl 2-propenoate"
55719-85-2	"2-Butenoic acid, 2-methyl-, 2-phenylethyl ester, (E)-"
55774-94-2	"2-propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene, 2-ethylhexyl 2-methyl-2-propenoate, 2-hydroxyethyl 2-methyl-2-propenoate and 2-propenoic acid"
55774-97-5	"2-PROPENOIC ACID, 2-METHYL-, METHYL ESTER, POLYMER WITH ETHENYLBENZENE, 2-HYDROXYETHYL 2-PROPENOATE AND 2-PROPENOIC ACID"
55787-18-3	HYLENE W
55799-38-7	"Hexanedioic acid, polymer with 1,2-propanediol, acetate"
55809-98-8	"Chromate(3-), bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-2-hydroxy-5-nitrobenzenesulfonato(3-)]-, trisodium"
55814-41-0	
55818-57-0	"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with (chloromethyl)oxirane, 2-propenoate"
55819-53-9	"Propanoic acid, 2-hydroxy-, compd. with N-[3-(dimethylamino)propyl]octadecanamide (1:1)"
55819-71-1	"DL-Serine, hydrazide, monohydrochloride"
55823-85-3	"Silane, tris[(3,7-dimethyl-2,6-octadienyl)oxy]methyl-, (E,E,E)-"
55834-52-1	"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-decyl-.omega.-hydroxy-"
55840-13-6	"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, ester with 1,2,3-propanetriol monooctadecanoate"
55840-34-1	Sicorin RZ
55840-60-3	"DINAPHTHYLMETHANE-6,6'-DISULFONIC ACID, 2,2'-, SODIUM SALT"
55840-82-9	C.I. Basic Blue 3
55844-64-9	"POLY(OXY(METHYL-1,2-ETHANEDIYL)), .ALPHA.-HYDRO-.OMEGA.-HYDROXY-, POLYMER WITH.ALPHA.-HYDRO-.OMEGA.-HYDROXYPOLY(OXY(METHYL-1,2-ETHANEDIYL)) ETHER WITH 2-ETHYL-2-(HYDROXYMETHYL)-1,3-PROPANEDIOL (3:1) AND 1,1'-METHYLENEBIS(4-ISOCYANATOBENZENE)"
55845-06-2	"Formaldehyde, polymer with nonylphenol and oxirane"
55845-90-4	(N-Bentsyyli-N-etyyli)amino-3'-hydroksiasetofenonihydrokloridi
55852-14-7	"Propanoic acid, 2-hydroxy-, compd. with N-[3-(4-morpholinyl)propyl]octadecanamide (1:1)"
55854-33-6	"2-Propenoic acid, 2-methyl-, polymer with butyl 2-methyl-2-propenoate, ethenylbenzene, and 2-hydroxyethyl 2-methyl-2-propenoate"
55860-53-2	"Carbamothioic acid, ethyl-, O-(2-methylpropyl) ester"
55866-85-8	"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-(2-propenyloxy)-, ammonium salt"
55871-00-6	5-methyl-3(2H)-isoxazolone
55892-56-3	"Sulfuric acid, aluminum salt, basic"
55896-85-0	"Propanoic acid, 2-hydroxy-, polymer with .alpha.,.alpha.'-[(octadecylimino)di-2,1-ethanediyl]bis[.omega.-hydroxypoly(oxy-1,2-ethanediyl)]"
55906-42-8	"1,3,4-Thiadiazolidine-2,5-dithione, disodium salt"
55934-93-5	"Propanol, [(butoxymethylethoxy)methylethoxy]-"
55935-46-1	
55947-46-1	"2-Propyne-1-sulfonic acid, sodium salt"
55954-19-3	"1H-Azepine-1-carboxamide, N-[3-[[[(hexahydro-2-oxo-1H-azepin-1-yl)carbonyl]amino]methyl]-3,5,5-trimethylcyclohexyl]hexahydro-2-oxo-"
55962-69-1	LANKROFLEX L
55963-06-9	"Benzenemethanaminium, N-dodecyl-ar-ethyl-N,N-dimethyl-, chloride, mixt. with N,N-dimethyl-N-tetradecylbenzenemethanaminium chloride"
55963-27-4	"Oxirane, methyl-, polymer with oxirane, didocosanoate"
55963-33-2	"Starch, hydrogen phosphate"
55965-55-4	"CAS Number: 51425-99-1: Dextran, acetate"
55965-84-9	"3(2H)-Isothiazolone, 5-chloro-2-methyl-, mixt. with 2-methyl-3(2H)-isothiazolone"
55973-76-7	"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 2-ethylhexyl 2-propenoate and 2-propenenitrile"
55989-05-4	"2-Propenoic acid, 2-methyl-, polymer with ethyl 2-propenoate and methyl 2-methyl-2-propenoate, ammonium salt"
55993-98-1	"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate and 2-propenoic acid"
56000-16-9	"2-Oxetanone, 4-(8-heptadecenylidene)-3-(7-hexadecenyl)-, (?,Z,Z)-"
56002-14-3	"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxoisooctadecyl)-.omega.-hydroxy-"
56011-02-0	"Benzene, [2-(3-methylbutoxy)ethyl]-"
56038-13-2	".alpha.-D-Galactopyranoside, 1,6-dichloro-1,6-dideoxy-.beta.-D-fructofuranosyl 4-chloro-4-deoxy-"
56038-88-1	
56045-43-3	"2-propenoic acid, 2-methyl-, butyl ester, polymer with 2-ethylhexyl 2-propenoate, 2-hydroxyethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid"
56073-07-5	"2H-1-Benzopyran-2-one, 3-(3-[1,1'-biphenyl]-4-yl-1,2,3,4-tetrahydro-1-naphthalenyl)-4-hydroxy-"
56073-10-0	"2H-1-Benzopyran-2-one, 3-[3-(4'-bromo[1,1'-biphenyl]-4-yl)-1,2,3,4-tetrahydro-1-naphthalenyl]-4-hydroxy-"
56090-54-1	Triglycerol
56090-69-8	"Oxirane, methyl-, polymer with oxirane, monoacetate, 2-propenyl ether"
56107-04-1	"Benzenepropanol, 4-(1,1-dimethylethyl)-.beta.-methyl-"
56141-33-4	"PHENOL, POLYMER WITH FORMADEHYDE, BARIUM SALT"
56187-04-3	"4-Metyyli-N,N-bis(2-(((4-metyylifenyyli)sulfonyyli)amino)etyyli)bentseenisulfonamidi"
56189-09-4	"Lead, bis(octadecanoato)dioxodi-"
56208-99-2	"Aluminum, bis(2-ethylhexanoato-O)(2-propanolato)-"
56211-60-0	Potassium titanium fluoride
56237-73-1	"Aluminum, (2-ethylhexanoato-O)oxo-"
56237-74-2	"Aluminum, (2-ethylhexanoato-O)oxo-, homopolymer"
56265-06-6	"L-Proline, 5-oxo-, compd. with L-arginine (1:1)"
56266-32-1	"Hexanedioic acid, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 1,6-hexanediol"
56269-44-4	"Phosphonic acid, (hexahydro-2H-azepin-2-ylidene)bis-"
56275-01-5	"Silicic, acid, trimethylsilyl ester"
56279-27-7	"7H,11H-Benz[de]imidazo[4',5':5,6]benzimidazo[2,1-a]isoquinoline-7,11-dione, 10,12-dihydro-"
56289-76-0	"Methanol, [2-(2-butoxyethoxy)ethoxy]-"
56296-78-7	
56309-94-5	"4-(1,4-dioksa-spiro[45]dek-8-yyli)-sykloheksanoni"
56315-67-4	"2H-Benzimidazol-2-one, 4,5,6,7-tetrabromo-1,3-dihydro-1,3-bis(2-hydroxyethyl)-"
56315-94-7	"2-PROPENOIC ACID, 2-METHYL-, 2-HYDROXYETHYL ESTER, POLYMER WITH 2-METHYLPROPYL2-METHYL-2-PROPENOATE"
56323-90-1	"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(nonylphenoxy)-, sodium salt"
56325-93-0	"oxirane, 2-[[3-(trimethoxysilyl)propoxy]methyl]-, homopolymer"
56357-87-0	"Ethene, tetrafluoro-, polymer with 1,1-difluoroethene and trifluoro(trifluoromethoxy)ethene"
56358-09-9	"2-Naphthalenamine, N-(2-ethylhexyl)-1-[[2-methyl-4-[(2-methylphenyl)azo]phenyl]azo]-"
56358-10-2	"2-Naphthalenamine, N-(2-ethylhexyl)-1-[[3-methyl-4-[(3-methylphenyl)azo]phenyl]azo]-"
56361-55-8	"2-Propenoic acid, (1-methylethylidene)bis(4,1-phenyleneoxy-2,1-ethanediyloxy-2,1-ethanediyl) ester"
56362-01-7	"1,3,5-Triazine, 2,4,6-tris(tribromophenoxy)-"
56372-23-7	"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[ethyl[(tridecafluorohexyl)sulfonyl]amino]ethyl]-.omega.-hydroxy-"
56378-72-4	"MAGNESIUM, TETRAKIS(CARBONATO(2-))DIHYDROXYPENTA-, PENTAHYDRATE"
56385-15-0	"Oxiranone, methylene-, homopolymer"
56385-39-8	"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate and 2-propenoic acid"
56386-64-2	"Phosphoric acid, polymer with 1,3,5-triazine-2,4,6-triamine"
56388-96-6	"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(tridecyloxy)-"
56392-17-7	"2,Propanol, 1-[4-(2methoxyethyl)phenoxy)-3-[(1-methylethyl)amino]-, (+-)-, [R-(R*,R*)]-2,3-dihydroxy"
56396-10-2	"2-Naphthalenecarboxamide, 3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]-"
56420-45-2	"epirubicin, medical"
